Attacking,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,GK Kicking,GK Positioning,GK Reflexes,Total Stats,Base Stats
243,44,23,53,55,68,17,12,14,1519,314
250,49,57,44,61,39,9,10,12,1533,342
56,13,8,12,16,7,63,66,59,921,339
275,56,62,52,55,50,7,10,9,1524,325
201,28,26,62,59,26,11,8,11,1398,304
293,59,64,65,49,56,14,6,13,1509,326
222,58,32,51,51,30,13,7,12,1492,322
210,35,26,65,50,34,11,11,12,1360,285
249,44,42,50,68,45,7,7,12,1607,344
213,41,29,48,62,33,12,12,10,1549,335
240,58,43,40,68,31,8,8,15,1645,358
262,56,62,48,65,31,15,9,13,1602,353
60,13,9,13,19,6,58,64,63,893,338
269,61,50,53,59,46,16,8,13,1632,350
235,48,48,45,61,33,7,8,12,1680,369
257,50,60,50,53,44,7,8,14,1571,348
205,36,23,59,55,32,8,13,15,1404,292
134,33,16,28,44,13,56,61,63,1324,349
275,62,59,51,61,42,10,16,15,1701,366
281,60,53,60,58,50,13,8,6,1694,358
220,58,40,57,36,29,11,11,15,1522,323
243,44,33,57,68,41,7,9,11,1552,331
239,48,47,49,59,36,15,8,13,1614,347
261,51,61,46,52,51,10,14,13,1575,342
159,23,24,44,42,26,5,11,9,1328,294
216,63,40,28,50,35,13,15,10,1429,312
60,14,8,14,15,9,58,57,64,911,322
254,29,58,65,48,54,7,12,13,1441,316
226,68,35,53,49,21,8,11,9,1503,324
294,62,60,50,64,58,11,2,4,1716,368
237,49,55,33,53,47,9,7,14,1502,320
61,10,5,11,27,8,59,60,62,857,322
248,41,55,63,59,30,8,14,11,1678,355
244,55,52,45,58,34,10,5,12,1581,351
246,42,39,61,64,40,14,15,15,1686,359
241,41,57,40,62,41,6,13,10,1516,325
213,32,34,62,58,27,6,5,14,1469,325
180,27,21,60,49,23,9,11,14,1391,299
62,10,8,12,27,5,59,59,63,967,342
252,53,56,34,63,46,8,7,6,1531,340
272,59,58,43,51,61,12,8,7,1529,328
269,44,59,55,51,60,15,7,10,1522,326
257,45,49,53,64,46,11,13,8,1674,366
291,53,69,48,54,67,6,9,14,1569,328
250,53,59,50,54,34,11,7,11,1598,359
241,51,33,55,69,33,9,7,13,1638,345
273,30,58,69,59,57,16,15,11,1487,312
204,33,24,61,55,31,14,6,6,1404,302
251,43,58,42,63,45,15,8,15,1564,347
253,50,46,51,62,44,12,14,9,1690,360
260,50,49,43,65,53,12,6,6,1679,357
224,53,39,48,52,32,15,14,13,1564,341
89,15,15,17,28,14,57,61,64,1085,343
267,51,49,49,67,51,14,9,13,1718,356
234,56,52,30,53,43,6,10,12,1437,317
209,36,31,66,50,26,9,10,13,1454,318
256,44,62,51,46,53,13,8,8,1561,336
268,46,69,51,57,45,8,5,8,1554,342
247,59,52,33,61,42,10,14,13,1563,343
229,43,29,61,62,34,14,13,13,1498,324
274,61,51,51,60,51,14,7,12,1646,351
252,55,53,42,55,47,15,12,7,1537,333
280,57,52,51,69,51,7,13,6,1644,352
187,32,21,60,50,24,12,11,11,1330,284
221,53,21,56,60,31,7,12,11,1499,319
270,39,67,59,57,48,11,12,9,1443,313
260,59,52,50,58,41,7,9,15,1452,315
240,48,38,60,60,34,10,6,12,1593,353
186,20,23,62,60,21,11,10,8,1324,291
68,11,12,16,20,9,59,54,67,992,334
232,41,26,58,57,50,9,8,14,1405,293
274,50,57,46,65,56,7,5,13,1703,358
214,36,25,67,55,31,13,10,14,1457,311
61,11,5,12,27,6,60,62,59,954,327
247,41,39,64,52,51,13,7,13,1432,304
264,33,67,56,59,49,10,5,10,1453,326
263,49,45,62,63,44,14,15,14,1709,361
277,57,47,55,64,54,13,13,9,1535,305
202,32,30,59,53,28,8,8,7,1375,305
81,14,18,14,25,10,65,58,65,1040,338
53,12,9,11,16,5,65,59,60,964,369
261,61,45,42,57,56,13,13,14,1651,346
61,13,7,10,23,8,63,63,57,909,328
262,37,60,62,52,51,7,13,12,1563,338
259,55,55,48,60,41,15,12,14,1639,345
204,56,26,47,50,25,8,10,14,1487,324
266,37,62,63,51,53,13,8,7,1541,328
249,45,54,41,54,55,6,5,14,1639,362
236,55,46,43,60,32,6,13,6,1633,362
205,50,30,39,50,36,8,13,5,1515,326
222,47,60,26,66,23,9,12,10,1507,333
204,32,39,62,46,25,11,9,7,1353,302
282,62,48,58,61,53,10,7,6,1685,354
251,60,33,62,61,35,7,12,16,1536,330
238,51,52,34,57,44,14,8,8,1546,342
231,57,40,45,51,38,14,12,8,1644,346
241,47,38,38,70,48,7,14,6,1645,343
266,55,54,45,65,47,13,13,11,1718,371
170,21,19,62,45,23,10,13,9,1319,285
69,15,12,17,13,12,57,59,63,1130,353
251,62,32,62,63,32,11,15,10,1563,340
263,53,60,52,56,42,12,5,14,1512,323
291,63,59,49,67,53,13,14,12,1695,353
237,45,32,66,62,32,11,7,10,1466,320
278,65,60,33,59,61,15,8,13,1746,376
94,11,17,20,27,19,60,62,61,1170,350
230,52,36,54,53,35,11,6,12,1433,304
241,54,35,60,63,29,6,12,14,1595,345
199,31,22,66,49,31,12,14,5,1365,291
258,61,51,40,58,48,9,9,14,1503,314
250,36,63,52,57,42,10,14,10,1458,312
288,61,53,54,62,58,12,11,13,1690,353
208,57,26,52,52,21,14,14,11,1401,304
66,12,6,14,27,7,52,58,64,927,336
260,50,40,58,66,46,8,13,13,1604,346
257,57,46,58,55,41,15,12,12,1632,350
197,54,34,48,35,26,6,10,14,1491,325
206,33,35,52,58,28,15,15,11,1372,304
277,39,68,64,51,55,7,7,14,1465,319
237,56,46,41,52,42,12,9,7,1630,355
258,35,62,55,44,62,10,15,13,1567,339
55,12,5,12,17,9,62,58,64,885,327
268,37,63,62,53,53,12,13,11,1536,330
260,63,47,49,61,40,8,14,13,1677,356
57,9,9,12,20,7,61,59,62,969,340
195,35,20,60,57,23,6,5,5,1356,303
256,47,48,54,64,43,5,7,10,1697,360
251,41,42,47,65,56,7,10,15,1641,342
269,63,48,45,67,46,6,8,6,1615,352
247,61,41,57,48,40,9,15,14,1545,330
279,69,57,43,58,52,14,8,6,1544,344
264,51,64,33,62,54,13,6,15,1545,325
59,10,8,14,21,6,59,58,63,937,332
278,54,61,53,57,53,13,13,8,1506,328
261,47,34,67,70,43,11,5,9,1654,343
265,57,50,39,59,60,9,10,9,1573,334
253,71,49,49,55,29,9,9,14,1601,349
273,40,63,52,62,56,13,9,13,1502,318
241,49,32,56,70,34,11,10,7,1565,334
240,38,52,49,66,35,14,11,11,1591,341
214,43,24,59,57,31,11,6,9,1412,308
282,27,68,74,51,62,5,9,11,1425,302
265,48,56,55,64,42,6,15,14,1574,328
241,48,35,51,68,39,5,10,9,1570,344
214,40,33,62,56,23,13,13,9,1412,306
282,55,63,59,52,53,10,9,7,1606,336
64,15,5,13,22,9,61,60,62,986,346
218,45,26,58,53,36,7,10,5,1464,310
237,56,30,59,55,37,14,14,9,1556,331
284,60,60,49,61,54,6,8,5,1494,320
296,61,52,58,65,60,7,14,16,1713,343
239,53,45,46,63,32,11,12,10,1556,335
237,62,36,52,58,29,8,10,8,1520,323
189,31,29,60,38,31,13,14,11,1413,287
256,54,53,40,56,53,9,10,9,1579,339
237,63,28,55,64,27,15,10,10,1500,329
274,63,55,43,60,53,12,14,14,1530,329
191,36,28,46,52,29,6,5,13,1379,292
100,14,14,17,40,15,61,62,58,1180,349
279,40,60,68,58,53,12,10,6,1466,326
257,49,45,54,61,48,14,8,9,1802,381
276,62,57,49,59,49,8,15,7,1620,345
212,38,28,62,58,26,6,7,10,1452,328
58,10,9,14,17,8,55,61,62,897,322
270,49,56,49,67,49,9,14,10,1608,344
238,54,47,36,59,42,13,11,12,1581,327
275,55,54,46,64,56,10,6,13,1742,362
224,61,37,38,58,30,8,5,6,1565,342
251,45,43,54,67,42,12,5,11,1612,350
70,22,11,5,24,8,62,61,58,1026,336
234,57,31,58,59,29,14,15,9,1569,345
62,11,6,10,27,8,56,61,59,888,322
194,33,26,65,38,32,14,9,6,1304,278
222,41,29,64,55,33,10,13,14,1513,323
224,42,41,48,61,32,14,10,6,1624,354
205,29,38,59,50,29,14,9,16,1406,319
242,29,60,59,56,38,6,10,14,1457,320
265,52,50,59,64,40,12,14,10,1648,344
261,58,55,57,55,36,7,15,12,1489,331
250,32,65,52,59,42,11,11,12,1512,317
231,44,33,51,64,39,11,12,8,1605,339
223,36,51,47,60,29,12,8,6,1546,338
286,47,64,54,60,61,13,11,7,1460,311
247,40,63,47,60,37,6,12,9,1532,334
229,29,31,70,61,38,9,5,8,1439,311
190,26,17,66,55,26,6,13,7,1332,292
285,58,60,55,62,50,11,11,13,1748,373
307,59,61,60,57,70,7,15,13,1613,349
285,65,55,59,55,51,9,9,16,1486,331
241,32,50,58,59,42,15,15,13,1540,336
265,36,64,59,50,56,7,6,9,1442,307
250,42,54,43,63,48,6,10,6,1599,326
251,54,49,53,61,34,10,14,9,1582,349
240,61,37,54,57,31,6,8,13,1578,332
275,48,59,57,58,53,14,7,6,1597,346
283,55,63,50,63,52,13,7,11,1562,330
207,56,21,56,49,25,5,10,8,1502,330
76,9,15,12,26,14,61,62,59,1075,340
210,36,32,58,54,30,9,10,9,1461,320
202,55,23,41,56,27,5,11,7,1429,315
217,49,31,64,38,35,7,8,9,1483,310
275,35,57,65,59,59,8,12,11,1428,315
230,43,32,62,57,36,14,12,9,1500,319
221,37,33,65,61,25,7,13,11,1357,287
221,51,30,56,58,26,8,12,6,1536,330
239,57,40,52,56,34,15,13,10,1575,335
312,67,52,63,72,58,7,14,12,1755,364
279,46,58,51,66,58,8,11,11,1568,344
291,41,64,65,59,62,11,10,12,1543,311
55,11,9,14,15,6,58,56,65,923,331
58,10,10,11,18,9,53,60,63,929,331
228,44,56,39,52,37,12,13,6,1495,319
257,50,64,39,62,42,13,10,12,1464,314
266,27,64,58,52,65,7,10,7,1370,295
291,58,63,58,54,58,15,13,14,1549,329
270,30,60,71,49,60,6,9,14,1410,306
58,12,6,14,17,9,62,59,62,929,333
216,55,24,57,56,24,11,6,12,1375,305
64,10,5,13,27,9,60,61,64,930,331
175,26,20,59,45,25,11,9,8,1362,296
269,55,57,48,57,52,10,5,9,1477,319
274,55,58,58,59,44,11,7,11,1595,345
100,20,19,22,25,14,60,60,62,1147,348
291,54,58,62,62,55,9,16,8,1687,354
227,60,38,48,51,30,7,13,13,1513,329
235,42,50,39,61,43,6,6,9,1495,323
291,63,52,58,66,52,11,6,13,1679,354
220,53,32,52,53,30,10,15,14,1563,338
256,55,34,58,65,44,12,7,12,1419,306
275,38,61,64,57,55,6,11,12,1470,313
279,62,56,47,61,53,11,8,5,1559,343
233,53,29,57,61,33,11,5,9,1507,343
266,58,49,52,69,38,7,6,9,1630,357
80,17,11,16,24,12,61,59,59,1039,339
230,58,28,52,56,36,12,5,5,1465,318
252,66,60,33,60,33,11,5,10,1452,309
278,57,60,59,54,48,13,8,13,1524,335
249,46,50,41,64,48,8,11,14,1682,362
274,47,54,62,63,48,6,8,11,1681,359
206,32,34,64,55,21,11,12,11,1422,312
267,36,64,63,54,50,15,8,11,1531,318
266,56,55,52,61,42,9,12,14,1578,334
268,64,51,40,68,45,14,6,6,1551,338
177,28,21,65,43,20,14,12,5,1278,288
237,39,34,60,55,49,9,11,14,1609,334
286,70,60,43,65,48,9,7,14,1696,368
201,30,24,65,49,33,14,11,14,1367,283
95,21,16,13,26,19,64,60,62,1176,349
250,58,36,41,56,59,14,10,13,1646,350
238,56,32,59,58,33,9,5,8,1529,337
254,55,53,36,60,50,9,10,5,1517,327
197,37,21,62,46,31,13,12,5,1356,299
274,53,57,39,66,59,11,6,6,1536,320
218,35,39,57,56,31,8,5,9,1485,323
250,67,40,52,60,31,10,11,6,1622,357
287,56,58,63,63,47,12,12,12,1606,345
268,58,40,54,66,50,13,9,12,1673,347
241,64,31,50,55,41,10,14,7,1629,358
210,41,26,58,60,25,14,14,10,1457,315
190,29,25,62,43,31,13,12,10,1502,307
269,57,49,54,63,46,7,13,13,1777,381
205,51,32,45,48,29,14,9,13,1495,337
244,59,43,51,59,32,9,13,10,1578,347
261,57,46,55,54,49,14,11,9,1673,356
240,63,27,64,60,26,13,12,15,1476,310
246,57,45,48,54,42,8,6,7,1607,352
283,40,63,70,60,50,9,15,8,1490,315
234,53,35,56,52,38,11,13,11,1594,340
255,47,53,48,62,45,10,6,11,1593,333
198,28,29,63,45,33,14,7,9,1407,297
85,17,12,14,27,15,64,63,63,1134,345
197,29,24,63,54,27,12,12,11,1319,278
237,48,30,65,63,31,10,14,10,1332,280
278,51,63,63,57,44,9,14,13,1480,314
195,33,25,60,54,23,12,13,6,1348,288
220,55,29,54,50,32,8,12,14,1505,330
261,46,44,60,71,40,11,7,14,1662,361
201,28,25,62,55,31,14,15,9,1334,283
103,16,19,19,30,19,60,57,62,1102,347
71,15,7,13,28,8,61,60,62,962,331
261,32,64,66,47,52,9,14,8,1501,316
62,11,5,11,19,16,59,63,61,1002,340
80,14,9,11,37,9,52,59,63,1064,322
255,55,45,65,63,27,6,14,8,1663,358
263,35,62,64,50,52,12,6,14,1578,335
284,58,63,44,65,54,10,6,13,1481,319
244,53,36,60,64,31,6,6,13,1505,335
256,57,56,39,57,47,12,11,9,1529,334
217,31,29,67,56,34,8,7,13,1363,291
202,53,17,57,48,27,8,14,12,1452,319
271,43,60,57,58,53,6,10,14,1493,335
218,48,28,56,58,28,9,8,13,1533,335
267,27,64,62,57,57,9,12,14,1431,306
217,59,24,49,51,34,10,13,8,1615,330
87,12,14,11,35,15,52,60,63,1115,340
229,59,35,43,57,35,12,11,6,1527,341
230,28,64,51,51,36,11,6,7,1416,324
201,32,24,56,57,32,11,10,15,1395,303
251,58,59,24,58,52,9,6,9,1565,335
229,36,32,61,58,42,15,13,8,1508,327
295,58,59,55,62,61,12,6,11,1725,364
269,54,51,47,64,53,11,15,7,1612,344
199,25,24,64,58,28,11,6,8,1332,298
221,51,29,53,57,31,10,15,5,1491,325
226,55,40,47,54,30,12,6,10,1580,349
264,39,62,62,51,50,13,14,10,1504,324
270,53,53,45,67,52,10,6,6,1571,337
272,54,48,55,64,51,7,5,15,1668,353
202,49,25,63,40,25,12,15,9,1427,303
240,54,37,52,59,38,14,6,8,1613,346
234,56,52,32,56,38,8,6,14,1481,328
246,30,63,55,48,50,8,11,12,1485,325
235,58,36,47,63,31,7,9,16,1682,361
257,61,49,42,57,48,10,11,15,1614,349
64,12,8,12,25,7,64,61,64,977,347
230,46,39,53,62,30,11,12,6,1599,336
78,18,11,11,27,11,58,62,64,979,348
283,62,60,47,59,55,11,14,14,1565,338
282,56,57,62,63,44,14,13,8,1740,374
286,55,58,73,65,35,15,11,13,1584,345
241,41,33,64,51,52,14,11,11,1398,287
260,62,47,41,53,57,11,12,10,1589,328
288,53,61,59,61,54,15,12,11,1739,372
273,40,55,61,56,61,5,15,11,1564,337
225,49,32,56,53,35,8,14,10,1610,338
192,30,18,61,55,28,6,10,9,1314,284
292,54,65,57,54,62,6,14,6,1535,322
283,52,60,60,63,48,6,9,6,1701,362
214,54,28,48,50,34,9,7,7,1491,323
206,27,23,62,60,34,12,10,14,1391,291
237,59,28,61,62,27,12,6,12,1497,328
249,48,43,52,64,42,6,14,10,1622,346
218,24,40,69,48,37,8,14,11,1419,314
196,30,18,64,63,21,13,12,9,1409,312
271,41,62,61,66,41,7,15,10,1531,333
259,56,45,55,65,38,9,9,7,1568,339
241,45,43,53,60,40,10,11,5,1594,341
257,49,53,39,65,51,8,9,10,1604,344
243,54,37,56,53,43,16,12,13,1523,326
259,33,59,57,61,49,14,10,9,1497,332
74,15,9,15,28,7,59,59,60,923,318
288,52,62,62,57,55,6,16,16,1602,341
208,55,20,56,50,27,12,7,9,1418,307
241,37,44,60,60,40,9,8,14,1527,334
275,47,55,57,66,50,8,11,7,1627,358
260,58,39,63,58,42,15,9,14,1552,334
73,15,9,12,27,10,62,61,59,929,327
88,16,16,20,23,13,60,58,64,1074,349
202,41,24,57,52,28,8,10,7,1430,316
266,57,52,43,63,51,11,14,7,1718,363
269,34,62,65,54,54,15,12,12,1548,334
278,49,52,58,58,61,15,7,10,1672,351
271,32,71,72,43,53,14,19,11,1348,276
220,55,31,43,61,30,6,8,10,1411,315
208,39,36,40,61,32,13,10,12,1520,333
256,58,59,42,55,42,7,8,7,1472,331
269,41,62,63,53,50,5,13,14,1493,322
225,45,24,63,61,32,7,12,14,1475,313
281,63,59,42,62,55,9,12,10,1738,364
205,33,33,43,63,33,14,6,8,1543,336
264,33,64,64,53,50,11,7,5,1412,303
228,33,47,48,67,33,13,11,15,1591,339
253,43,58,59,61,32,9,9,16,1711,360
201,22,32,61,49,37,11,6,10,1405,304
300,62,55,60,64,59,8,7,15,1570,307
220,41,32,55,61,31,7,8,9,1504,330
64,12,9,11,27,5,60,62,61,862,333
53,8,3,10,28,4,59,63,65,888,333
263,61,55,44,60,43,5,9,8,1516,332
260,60,54,35,61,50,6,11,6,1456,319
211,45,26,58,45,37,6,9,7,1476,312
211,32,32,52,67,28,8,13,15,1452,327
266,57,47,53,64,45,14,6,7,1609,338
235,55,31,64,57,28,14,14,14,1503,329
245,58,55,35,57,40,6,15,14,1498,329
283,49,62,63,49,60,14,15,12,1650,345
216,65,28,56,34,33,5,6,11,1471,315
228,54,30,52,56,36,9,9,16,1565,341
289,58,56,59,57,59,13,13,7,1642,350
267,49,50,61,62,45,9,11,11,1712,363
256,67,51,51,57,30,10,7,11,1499,342
254,61,49,32,63,49,7,7,12,1521,334
240,63,52,24,51,50,10,7,11,1459,318
206,49,20,61,53,23,11,12,12,1360,298
275,52,50,50,68,55,7,11,6,1657,346
259,36,61,62,55,45,12,13,11,1492,322
198,29,25,58,58,28,7,10,15,1391,301
251,56,48,47,57,43,11,6,8,1557,348
193,32,33,62,41,25,14,9,9,1400,307
88,16,12,17,24,19,53,61,61,1064,334
239,67,38,50,56,28,14,7,15,1563,353
262,60,46,54,61,41,14,10,12,1603,351
249,51,55,44,63,36,13,7,14,1681,359
236,39,49,49,60,39,12,15,14,1690,369
202,53,30,43,52,24,9,9,6,1434,319
266,58,48,52,64,44,8,10,15,1659,358
218,64,32,40,50,32,7,5,14,1561,352
227,60,35,48,53,31,13,9,6,1499,328
232,48,38,58,56,32,14,6,10,1526,320
256,58,44,56,56,42,6,12,13,1694,358
265,58,54,51,56,46,9,9,13,1499,328
280,58,55,51,64,52,15,10,12,1509,317
282,58,69,51,50,54,14,12,11,1508,324
254,36,62,55,44,57,16,10,15,1592,342
265,36,60,61,54,54,15,8,7,1482,316
60,8,6,10,29,7,65,63,65,1082,358
280,66,57,49,56,52,7,14,15,1705,360
280,50,60,65,59,46,14,10,9,1568,348
203,33,27,62,57,24,7,15,11,1327,283
256,51,57,40,57,51,10,15,12,1486,317
228,55,31,46,68,28,7,12,14,1559,338
68,14,8,11,29,6,62,67,61,900,335
266,49,54,57,62,44,9,6,12,1720,377
229,61,27,54,56,31,8,9,12,1540,331
225,49,50,31,50,45,13,11,15,1454,316
230,51,27,58,56,38,7,10,16,1548,326
258,62,32,51,58,55,7,13,13,1665,347
257,64,27,58,60,48,12,14,6,1671,346
176,28,19,64,35,30,14,6,10,1287,282
281,65,62,52,60,42,14,7,14,1672,366
258,60,40,46,64,48,14,9,11,1584,332
207,45,22,55,68,17,9,8,7,1605,341
253,50,58,41,64,40,13,7,15,1517,334
271,38,65,57,57,54,10,9,9,1451,315
226,52,38,45,66,25,10,11,11,1613,357
186,32,29,54,34,37,13,12,7,1383,298
289,53,57,60,58,61,13,8,13,1603,346
284,62,51,59,61,51,7,7,10,1677,357
201,39,24,59,52,27,8,7,6,1411,319
234,39,39,60,58,38,7,7,7,1507,327
226,52,24,69,58,23,12,13,8,1521,327
260,62,47,50,58,43,10,14,10,1581,346
248,58,45,53,54,38,7,5,12,1588,344
258,48,49,59,63,39,6,10,15,1598,347
254,57,48,42,61,46,8,8,8,1734,375
271,51,48,63,65,44,11,12,9,1706,359
254,50,55,41,58,50,13,10,7,1564,338
257,56,52,52,55,42,8,14,6,1653,362
259,46,54,45,64,50,13,11,15,1677,366
298,67,65,56,63,47,12,12,8,1582,331
212,45,24,62,44,37,9,13,9,1329,287
206,45,23,66,42,30,12,7,15,1409,307
284,62,65,44,62,51,7,10,8,1532,332
254,55,51,42,53,53,14,7,10,1522,328
285,46,63,53,60,63,9,15,11,1519,319
276,48,48,62,61,57,14,14,10,1664,355
203,29,25,62,55,32,11,13,14,1357,288
272,50,58,65,61,38,10,9,10,1670,364
255,56,43,60,54,42,12,13,13,1615,344
231,56,36,46,57,36,7,6,13,1592,342
261,63,58,35,62,43,15,5,8,1489,325
218,49,33,44,67,25,9,7,9,1533,338
229,58,30,51,53,37,6,12,6,1496,327
282,59,58,56,65,44,16,15,9,1698,358
243,57,49,33,56,48,10,10,10,1463,313
270,65,53,44,64,44,6,13,14,1488,313
202,61,22,55,36,28,9,11,7,1515,329
247,53,45,46,63,40,12,14,9,1562,332
281,55,61,53,52,60,10,13,7,1559,329
290,62,57,54,58,59,13,13,7,1630,355
262,38,62,56,51,55,7,7,13,1557,337
82,10,15,11,27,19,55,54,68,1051,342
266,50,57,54,58,47,13,5,15,1511,326
229,49,36,43,61,40,14,6,11,1604,343
192,24,45,61,42,20,7,13,13,1366,287
244,49,45,71,51,28,11,13,14,1566,326
286,35,65,65,61,60,7,14,12,1428,306
271,54,60,46,59,52,6,15,5,1648,362
257,58,54,39,65,41,12,11,15,1652,354
263,45,54,49,69,46,10,11,10,1630,342
255,51,46,47,65,46,7,14,15,1652,359
277,62,53,44,63,55,10,13,9,1724,367
89,11,13,13,41,11,61,60,63,1143,352
264,56,47,53,64,44,8,8,12,1628,345
96,17,18,13,30,18,60,63,61,1098,351
233,51,32,55,63,32,6,14,7,1382,302
240,41,39,59,62,39,13,8,11,1585,342
253,56,50,44,60,43,7,6,11,1485,337
273,53,50,53,68,49,9,12,9,1677,351
228,61,28,57,56,26,12,13,14,1453,313
79,16,11,11,26,15,58,59,60,1025,337
246,60,56,30,58,42,12,9,9,1466,321
267,58,53,47,64,45,15,12,11,1642,352
186,25,21,66,48,26,6,13,11,1411,310
251,43,48,40,65,55,5,8,11,1596,345
224,50,54,29,59,32,11,15,8,1469,330
220,38,41,39,63,39,12,13,14,1518,324
223,62,32,44,60,25,6,11,10,1425,319
221,58,29,55,57,22,14,10,7,1415,308
243,55,33,60,56,39,13,6,8,1476,317
263,22,68,72,51,50,10,8,13,1424,312
220,36,37,39,63,45,10,15,5,1529,321
270,56,59,51,64,40,10,8,6,1722,354
255,54,55,42,61,43,8,9,13,1520,320
254,36,64,52,53,49,6,6,14,1451,332
287,63,62,56,60,46,13,15,5,1489,325
204,31,21,58,66,28,14,6,6,1616,355
73,15,12,15,17,14,56,66,60,953,326
187,51,21,43,50,22,5,6,11,1449,323
234,42,35,54,62,41,10,10,14,1564,334
198,27,26,62,53,30,14,9,13,1433,316
212,42,31,54,52,33,10,14,13,1480,318
246,61,32,52,58,43,9,10,11,1651,345
200,31,29,59,47,34,13,8,15,1411,317
262,50,56,49,65,42,5,13,5,1638,362
239,58,38,49,61,33,6,10,8,1532,333
290,52,53,66,63,56,7,12,13,1627,352
246,57,56,38,59,36,15,7,14,1538,344
282,63,54,45,69,51,12,7,9,1688,354
206,54,29,43,55,25,15,15,12,1551,336
54,8,7,11,22,6,58,57,62,966,335
252,52,33,61,54,52,7,10,14,1510,319
232,56,34,53,54,35,6,6,13,1479,320
161,24,24,56,35,22,16,10,15,1360,285
266,63,47,48,56,52,11,8,15,1693,354
258,42,61,59,51,45,11,11,10,1526,326
282,61,60,52,62,47,5,9,8,1706,365
181,33,27,54,34,33,14,7,15,1370,291
255,52,32,59,64,48,8,16,13,1484,307
243,48,51,41,62,41,6,10,15,1601,346
208,42,25,61,53,27,11,11,12,1367,297
219,58,36,48,42,35,7,7,6,1514,329
233,61,33,55,62,22,6,11,5,1390,307
273,42,62,59,50,60,10,11,10,1493,326
216,45,30,49,64,28,8,15,11,1470,313
71,11,9,15,29,7,49,62,60,919,316
227,45,55,30,62,35,5,12,7,1387,310
194,35,27,59,51,22,10,15,6,1410,302
246,60,51,35,59,41,13,8,10,1447,322
167,22,18,62,50,15,15,7,11,1339,299
240,50,45,55,54,36,11,8,12,1636,348
234,39,55,44,62,34,6,12,14,1530,339
190,28,24,62,53,23,8,10,10,1371,302
272,34,62,59,56,61,13,10,14,1550,337
275,48,62,59,56,50,8,11,14,1664,362
252,62,46,52,58,34,15,10,16,1631,346
59,11,9,10,22,7,64,58,60,1050,352
273,57,61,45,55,55,11,6,13,1620,350
246,40,42,59,60,45,12,12,12,1455,307
257,54,56,45,62,40,10,8,12,1712,365
216,53,28,56,48,31,5,10,14,1509,329
70,12,9,12,28,9,60,59,62,1077,360
275,63,62,48,53,49,6,12,13,1584,347
278,64,60,45,59,50,13,12,7,1532,327
239,44,38,50,60,47,15,10,13,1605,341
277,49,63,57,51,57,7,11,7,1578,328
279,51,62,53,59,54,9,7,11,1526,325
208,57,28,41,56,26,10,13,7,1544,345
250,53,36,53,67,41,10,8,9,1613,347
69,14,12,10,24,9,63,62,63,986,362
265,49,62,51,48,55,13,14,8,1547,346
251,48,58,61,48,36,11,16,16,1636,353
224,55,37,58,54,20,16,10,7,1557,343
266,26,61,69,52,58,12,8,8,1496,316
248,58,49,31,64,46,11,12,10,1503,314
195,24,25,58,60,28,11,10,13,1470,329
266,58,55,55,63,35,14,14,11,1670,362
275,66,55,50,61,43,7,6,10,1617,352
232,51,38,59,55,29,12,14,11,1455,317
276,60,56,39,60,61,11,6,10,1540,332
281,57,56,57,64,47,8,9,6,1665,363
273,40,60,63,54,56,13,15,12,1615,345
210,54,31,42,51,32,6,7,9,1491,331
95,20,19,19,26,11,59,58,63,1068,344
266,52,45,56,68,45,9,5,12,1703,368
168,26,19,57,40,26,7,6,9,1312,282
270,44,59,65,44,58,14,11,16,1689,360
56,11,7,12,20,6,58,60,64,895,327
264,56,50,43,66,49,14,7,13,1653,360
208,58,23,51,51,25,11,12,11,1515,331
265,42,62,51,53,57,8,11,8,1502,328
189,39,18,63,49,20,5,10,9,1383,306
201,28,35,64,45,29,13,15,14,1336,300
170,27,22,67,31,23,7,11,16,1400,285
278,49,61,59,53,56,10,15,8,1574,335
198,41,30,63,47,17,11,7,15,1430,303
240,57,28,60,63,32,12,13,12,1592,335
277,55,54,49,71,48,14,7,11,1588,332
202,33,25,59,52,33,7,10,9,1351,290
248,23,64,66,52,43,5,14,6,1379,301
210,38,28,60,61,23,6,11,13,1403,305
233,52,30,63,60,28,14,12,10,1440,303
295,59,60,58,59,59,10,13,11,1552,325
272,39,65,64,50,54,8,11,11,1505,330
225,61,40,43,60,21,13,6,9,1419,322
259,33,58,68,58,42,7,12,7,1624,357
262,32,60,62,54,54,13,10,15,1460,319
270,59,53,53,59,46,13,7,9,1717,357
271,56,50,54,61,50,10,7,14,1680,346
278,40,66,67,57,48,13,12,8,1475,313
186,33,18,58,56,21,5,9,10,1371,301
208,58,24,52,55,19,6,8,12,1458,324
284,51,58,61,56,58,6,7,12,1579,344
291,61,59,55,61,55,6,6,6,1478,325
240,53,44,47,64,32,13,5,13,1615,347
254,61,53,40,52,48,13,14,6,1512,329
257,51,56,44,66,40,13,5,11,1597,341
262,32,62,59,56,53,12,14,8,1396,309
257,64,59,32,60,42,15,9,13,1435,309
250,57,50,41,57,45,12,11,5,1594,348
84,13,16,15,25,15,57,61,59,1119,335
92,16,13,18,31,14,60,65,62,1011,336
268,56,62,46,42,62,10,8,5,1433,323
91,17,12,20,31,11,60,57,61,1096,345
210,55,35,45,47,28,6,6,7,1489,334
219,50,27,59,54,29,7,7,7,1496,332
95,18,15,20,26,16,56,58,65,1110,346
